Match,Date,Teams,Ground,Result,Team1,Team2,Winner,Win by,Chasing Team
33,2010-04-03,Mumbai Indians v Deccan Chargers,Mumbai,Mumbai Indians won by 63 Runs,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,63 Runs,Lost
34,2010-04-04,Kolkata Knight Riders v Punjab Kings,Kolkata,Punjab Kings won by 8 Wickets,Kolkata Knight Riders,Punjab Kings,Punjab Kings,8 Wickets,Won
35,2010-04-04,Delhi Capitals v Royal Challengers Bangalore,Delhi,Delhi Capitals won by 37 Runs,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,37 Runs,Lost
36,2010-04-05,Deccan Chargers v Rajasthan Royals,Nagpur,Rajasthan Royals won by 2 Runs,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,2 Runs,Lost
37,2010-04-06,Chennai Super Kings v Mumbai Indians,Chennai,Chennai Super Kings won by 24 Runs,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,24 Runs,Lost
38,2010-04-07,Rajasthan Royals v Punjab Kings,Jaipur,Rajasthan Royals won by 9 Wickets,Rajasthan Royals,Punjab Kings,Rajasthan Royals,9 Wickets,Won
39,2010-04-07,Kolkata Knight Riders v Delhi Capitals,Kolkata,Kolkata Knight Riders won by 14 Runs,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,14 Runs,Lost
40,2010-04-08,Royal Challengers Bangalore v Deccan Chargers,Bengaluru,Deccan Chargers won by 7 Wickets,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,7 Wickets,Won
41,2010-04-09,Punjab Kings v Mumbai Indians,Mohali,Punjab Kings won by 6 Wickets,Punjab Kings,Mumbai Indians,Punjab Kings,6 Wickets,Won
42,2010-04-10,Deccan Chargers v Chennai Super Kings,Nagpur,Deccan Chargers won by 6 Wickets,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,6 Wickets,Won
43,2010-04-10,Royal Challengers Bangalore v Kolkata Knight Riders,Bengaluru,Royal Challengers Bangalore won by 7 Wickets,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,7 Wickets,Won
44,2010-04-11,Delhi Capitals v Punjab Kings,Delhi,Punjab Kings won by 7 Wickets,Delhi Capitals,Punjab Kings,Punjab Kings,7 Wickets,Won
45,2010-04-11,Rajasthan Royals v Mumbai Indians,Jaipur,Mumbai Indians won by 37 Runs,Rajasthan Royals,Mumbai Indians,Mumbai Indians,37 Runs,Lost
46,2010-04-12,Deccan Chargers v Royal Challengers Bangalore,Nagpur,Deccan Chargers won by 13 Runs,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,13 Runs,Lost
47,2010-04-13,Mumbai Indians v Delhi Capitals,Mumbai,Mumbai Indians won by 39 Runs,Mumbai Indians,Delhi Capitals,Mumbai Indians,39 Runs,Lost
48,2010-04-13,Chennai Super Kings v Kolkata Knight Riders,Chennai,Chennai Super Kings won by 9 Wickets,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,9 Wickets,Won
49,2010-04-14,Rajasthan Royals v Royal Challengers Bangalore,Jaipur,Royal Challengers Bangalore won by 5 Wickets,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,5 Wickets,Won
50,2010-04-15,Chennai Super Kings v Delhi Capitals,Chennai,Delhi Capitals won by 6 Wickets,Chennai Super Kings,Delhi Capitals,Delhi Capitals,6 Wickets,Won
51,2010-04-16,Punjab Kings v Deccan Chargers,Dharamsala,Deccan Chargers won by 5 Wickets,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,5 Wickets,Won
52,2010-04-17,Royal Challengers Bangalore v Mumbai Indians,Bengaluru,Mumbai Indians won by 57 Runs,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,57 Runs,Lost
53,2010-04-17,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Kolkata Knight Riders won by 8 Wickets,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,8 Wickets,Won
54,2010-04-18,Punjab Kings v Chennai Super Kings,Dharamsala,Chennai Super Kings won by 6 Wickets,Punjab Kings,Chennai Super Kings,Chennai Super Kings,6 Wickets,Won
55,2010-04-18,Delhi Capitals v Deccan Chargers,Delhi,Deccan Chargers won by 11 Runs,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,11 Runs,Lost
56,2010-04-19,Kolkata Knight Riders v Mumbai Indians,Kolkata,Kolkata Knight Riders won by 9 Wickets,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,9 Wickets,Won
1st Semi Final,2010-04-21,Royal Challengers Bangalore v Mumbai Indians,Mumbai,Mumbai Indians won by 35 Runs,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,35 Runs,Lost
2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers,Mumbai,Chennai Super Kings won by 38 Runs,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,38 Runs,Lost
Play Off 3rd Match,2010-04-24,Royal Challengers Bangalore v Deccan Chargers,Mumbai,Royal Challengers Bangalore won by 9 Wickets,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,9 Wickets,Won
Final,2010-04-25,Chennai Super Kings v Mumbai Indians,Mumbai,Chennai Super Kings won by 22 Runs,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,22 Runs,Lost
1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders,Chennai,Chennai Super Kings won by 2 Runs,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2 Runs,Lost
2,2011-04-09,Deccan Chargers v Rajasthan Royals,Hyderabad,Rajasthan Royals won by 8 Wickets,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,8 Wickets,Won
3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bangalore,Kochi,Royal Challengers Bangalore won by 6 Wickets,Kochi Tuskers Kerala,Royal Challengers Bangalore,Royal Challengers Bangalore,6 Wickets,Won
4,2011-04-10,Delhi Capitals v Mumbai Indians,Delhi,Mumbai Indians won by 8 Wickets,Delhi Capitals,Mumbai Indians,Mumbai Indians,8 Wickets,Won
5,2011-04-10,Pune Warriors v Punjab Kings,Mumbai,Pune Warriors won by 7 Wickets,Pune Warriors,Punjab Kings,Pune Warriors,7 Wickets,Won
6,2011-04-11,Kolkata Knight Riders v Deccan Chargers,Kolkata,Kolkata Knight Riders won by 9 Runs,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,9 Runs,Lost
7,2011-04-12,Rajasthan Royals v Delhi Capitals,Jaipur,Rajasthan Royals won by 6 Wickets,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,6 Wickets,Won
8,2011-04-12,Royal Challengers Bangalore v Mumbai Indians,Bengaluru,Mumbai Indians won by 9 Wickets,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,9 Wickets,Won
10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala,Mumbai,Pune Warriors won by 4 Wickets,Pune Warriors,Kochi Tuskers Kerala,Pune Warriors,4 Wickets,Won
9,2011-04-13,Punjab Kings v Chennai Super Kings,Mohali,Punjab Kings won by 6 Wickets,Punjab Kings,Chennai Super Kings,Punjab Kings,6 Wickets,Won
11,2011-04-14,Deccan Chargers v Royal Challengers Bangalore,Hyderabad,Deccan Chargers won by 33 Runs,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,33 Runs,Lost
12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders,Jaipur,Kolkata Knight Riders won by 9 Wickets,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,9 Wickets,Won
13,2011-04-15,Mumbai Indians v Kochi Tuskers Kerala,Cuttack,Kochi Tuskers Kerala won by 8 Wickets,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,8 Wickets,Won
14,2011-04-16,Chennai Super Kings v Royal Challengers Bangalore,Chennai,Chennai Super Kings won by 21 Runs,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,21 Runs,Lost
15,2011-04-16,Deccan Chargers v Punjab Kings,Hyderabad,Punjab Kings won by 8 Wickets,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,8 Wickets,Won
16,2011-04-17,Pune Warriors v Delhi Capitals,Mumbai,Delhi Capitals won by 3 Wickets,Pune Warriors,Delhi Capitals,Delhi Capitals,3 Wickets,Won
17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Kolkata Knight Riders won by 8 Wickets,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,8 Wickets,Won
18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings,Kochi,Kochi Tuskers Kerala won by 7 Wickets,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,7 Wickets,Won
19,2011-04-19,Delhi Capitals v Deccan Chargers,Delhi,Deccan Chargers won by 16 Runs,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,16 Runs,Lost
21,2011-04-20,Mumbai Indians v Pune Warriors,Mumbai,Mumbai Indians won by 7 Wickets,Mumbai Indians,Pune Warriors,Mumbai Indians,7 Wickets,Won
22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala,Kolkata,Kochi Tuskers Kerala won by 6 Runs,Kolkata Knight Riders,Kochi Tuskers Kerala,Kochi Tuskers Kerala,6 Runs,Lost
23,2011-04-21,Punjab Kings v Rajasthan Royals,Mohali,Punjab Kings won by 48 Runs,Punjab Kings,Rajasthan Royals,Punjab Kings,48 Runs,Lost
24,2011-04-22,Kolkata Knight Riders v Royal Challengers Bangalore,Kolkata,Royal Challengers Bangalore won by 9 Wickets,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,9 Wickets,Won
25,2011-04-22,Mumbai Indians v Chennai Super Kings,Mumbai,Mumbai Indians won by 8 Runs,Mumbai Indians,Chennai Super Kings,Mumbai Indians,8 Runs,Lost
26,2011-04-23,Delhi Capitals v Punjab Kings,Delhi,Delhi Capitals won by 29 Runs,Delhi Capitals,Punjab Kings,Delhi Capitals,29 Runs,Lost
27,2011-04-24,Deccan Chargers v Mumbai Indians,Hyderabad,Mumbai Indians won by 37 Runs,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,37 Runs,Lost
28,2011-04-24,Rajasthan Royals v Kochi Tuskers Kerala,Jaipur,Rajasthan Royals won by 8 Wickets,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,8 Wickets,Won
29,2011-04-25,Chennai Super Kings v Pune Warriors,Chennai,Chennai Super Kings won by 25 Runs,Chennai Super Kings,Pune Warriors,Chennai Super Kings,25 Runs,Lost
30,2011-04-26,Delhi Capitals v Royal Challengers Bangalore,Delhi,Royal Challengers Bangalore won by 3 Wickets,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,3 Wickets,Won
31,2011-04-27,Pune Warriors v Chennai Super Kings,Mumbai,Chennai Super Kings won by 8 Wickets,Pune Warriors,Chennai Super Kings,Chennai Super Kings,8 Wickets,Won
32,2011-04-27,Kochi Tuskers Kerala v Deccan Chargers,Kochi,Deccan Chargers won by 55 Runs,Kochi Tuskers Kerala,Sunrisers Hyderabad,Sunrisers Hyderabad,55 Runs,Lost
33,2011-04-28,Delhi Capitals v Kolkata Knight Riders,Delhi,Kolkata Knight Riders won by 17 Runs,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,17 Runs,Lost
34,2011-04-29,Rajasthan Royals v Mumbai Indians,Jaipur,Rajasthan Royals won by 7 Wickets,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,7 Wickets,Won
35,2011-04-29,Royal Challengers Bangalore v Pune Warriors,Bengaluru,Royal Challengers Bangalore won by 26 Runs,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,26 Runs,Lost
36,2011-04-30,Kochi Tuskers Kerala v Delhi Capitals,Kochi,Delhi Capitals won by 38 Runs,Kochi Tuskers Kerala,Delhi Capitals,Delhi Capitals,38 Runs,Lost
37,2011-04-30,Kolkata Knight Riders v Punjab Kings,Kolkata,Kolkata Knight Riders won by 8 Wickets,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,8 Wickets,Won
38,2011-05-01,Rajasthan Royals v Pune Warriors,Jaipur,Rajasthan Royals won by 6 Wickets,Rajasthan Royals,Pune Warriors,Rajasthan Royals,6 Wickets,Won
39,2011-05-01,Chennai Super Kings v Deccan Chargers,Chennai,Chennai Super Kings won by 19 Runs,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,19 Runs,Lost
40,2011-05-02,Mumbai Indians v Punjab Kings,Mumbai,Mumbai Indians won by 23 Runs,Mumbai Indians,Punjab Kings,Mumbai Indians,23 Runs,Lost
41,2011-05-02,Delhi Capitals v Kochi Tuskers Kerala,Delhi,Kochi Tuskers Kerala won by 7 Wickets,Delhi Capitals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,7 Wickets,Won
42,2011-05-03,Deccan Chargers v Kolkata Knight Riders,Hyderabad,Kolkata Knight Riders won by 20 Runs,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,20 Runs,Lost
43,2011-05-04,Chennai Super Kings v Rajasthan Royals,Chennai,Chennai Super Kings won by 8 Wickets,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,8 Wickets,Won
44,2011-05-04,Pune Warriors v Mumbai Indians,Mumbai,Mumbai Indians won by 21 Runs,Pune Warriors,Mumbai Indians,Mumbai Indians,21 Runs,Lost
45,2011-05-05,Kochi Tuskers Kerala v Kolkata Knight Riders,Kochi,Kochi Tuskers Kerala won by 17 Runs,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi Tuskers Kerala,17 Runs,Lost
46,2011-05-05,Deccan Chargers v Delhi Capitals,Hyderabad,Delhi Capitals won by 4 Wickets,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,4 Wickets,Won
47,2011-05-06,Royal Challengers Bangalore v Punjab Kings,Bengaluru,Royal Challengers Bangalore won by 85 Runs,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,85 Runs,Lost
48,2011-05-07,Kolkata Knight Riders v Chennai Super Kings,Kolkata,Kolkata Knight Riders won by 10 Runs [D/L],Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,10 Runs [D/L],Lost
49,2011-05-07,Mumbai Indians v Delhi Capitals,Mumbai,Mumbai Indians won by 32 Runs,Mumbai Indians,Delhi Capitals,Mumbai Indians,32 Runs,Lost
50,2011-05-08,Royal Challengers Bangalore v Kochi Tuskers Kerala,Bengaluru,Royal Challengers Bangalore won by 9 Wickets,Royal Challengers Bangalore,Kochi Tuskers Kerala,Royal Challengers Bangalore,9 Wickets,Won
51,2011-05-08,Punjab Kings v Pune Warriors,Mohali,Pune Warriors won by 5 Wickets,Punjab Kings,Pune Warriors,Pune Warriors,5 Wickets,Won
52,2011-05-09,Rajasthan Royals v Chennai Super Kings,Jaipur,Chennai Super Kings won by 63 Runs,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,63 Runs,Lost
53,2011-05-10,Deccan Chargers v Pune Warriors,Hyderabad,Pune Warriors won by 6 Wickets,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,6 Wickets,Won
54,2011-05-10,Punjab Kings v Mumbai Indians,Mohali,Punjab Kings won by 76 Runs,Punjab Kings,Mumbai Indians,Punjab Kings,76 Runs,Lost
55,2011-05-11,Rajasthan Royals v Royal Challengers Bangalore,Jaipur,Royal Challengers Bangalore won by 9 Wickets,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,9 Wickets,Won
56,2011-05-12,Chennai Super Kings v Delhi Capitals,Chennai,Chennai Super Kings won by 18 Runs,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,18 Runs,Lost
57,2011-05-13,Kochi Tuskers Kerala v Punjab Kings,Indore,Punjab Kings won by 6 Wickets,Kochi Tuskers Kerala,Punjab Kings,Punjab Kings,6 Wickets,Won
58,2011-05-14,Royal Challengers Bangalore v Kolkata Knight Riders,Bengaluru,Royal Challengers Bangalore won by 4 Wickets [D/L],Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,4 Wickets [D/L],Won
59,2011-05-14,Mumbai Indians v Deccan Chargers,Mumbai,Deccan Chargers won by 10 Runs,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,10 Runs,Lost
60,2011-05-15,Punjab Kings v Delhi Capitals,Dharamsala,Punjab Kings won by 29 Runs,Punjab Kings,Delhi Capitals,Punjab Kings,29 Runs,Lost
61,2011-05-15,Kochi Tuskers Kerala v Rajasthan Royals,Indore,Kochi Tuskers Kerala won by 8 Wickets,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,8 Wickets,Won
62,2011-05-16,Pune Warriors v Deccan Chargers,Mumbai,Deccan Chargers won by 6 Wickets,Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad,6 Wickets,Won
63,2011-05-17,Punjab Kings v Royal Challengers Bangalore,Dharamsala,Punjab Kings won by 111 Runs,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,111 Runs,Lost
64,2011-05-18,Chennai Super Kings v Kochi Tuskers Kerala,Chennai,Chennai Super Kings won by 11 Runs,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,11 Runs,Lost
65,2011-05-19,Pune Warriors v Kolkata Knight Riders,Mumbai,Kolkata Knight Riders won by 7 Wickets,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,7 Wickets,Won
66,2011-05-20,Mumbai Indians v Rajasthan Royals,Mumbai,Rajasthan Royals won by 10 Wickets,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,10 Wickets,Won
67,2011-05-21,Punjab Kings v Deccan Chargers,Dharamsala,Deccan Chargers won by 82 Runs,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,82 Runs,Lost
69,2011-05-22,Royal Challengers Bangalore v Chennai Super Kings,Bengaluru,Royal Challengers Bangalore won by 8 Wickets,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,8 Wickets,Won
70,2011-05-22,Kolkata Knight Riders v Mumbai Indians,Kolkata,Mumbai Indians won by 5 Wickets,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,5 Wickets,Won
1st Qualifying Final,2011-05-24,Royal Challengers Bangalore v Chennai Super Kings,Mumbai,Chennai Super Kings won by 6 Wickets,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,6 Wickets,Won
Elimination Final,2011-05-25,Kolkata Knight Riders v Mumbai Indians,Mumbai,Mumbai Indians won by 4 Wickets,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,4 Wickets,Won
2nd Qualifying Final,2011-05-27,Royal Challengers Bangalore v Mumbai Indians,Chennai,Royal Challengers Bangalore won by 43 Runs,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,43 Runs,Lost
Final,2011-05-28,Chennai Super Kings v Royal Challengers Bangalore,Chennai,Chennai Super Kings won by 58 Runs,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,58 Runs,Lost
1,2012-04-04,Chennai Super Kings v Mumbai Indians,Chennai,Mumbai Indians won by 8 Wickets,Chennai Super Kings,Mumbai Indians,Mumbai Indians,8 Wickets,Won
2,2012-04-05,Kolkata Knight Riders v Delhi Capitals,Kolkata,Delhi Capitals won by 8 Wickets,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,8 Wickets,Won
3,2012-04-06,Mumbai Indians v Pune Warriors,Mumbai,Pune Warriors won by 28 Runs,Mumbai Indians,Pune Warriors,Pune Warriors,28 Runs,Lost
4,2012-04-06,Rajasthan Royals v Punjab Kings,Jaipur,Rajasthan Royals won by 31 Runs,Rajasthan Royals,Punjab Kings,Rajasthan Royals,31 Runs,Lost
5,2012-04-07,Royal Challengers Bangalore v Delhi Capitals,Bengaluru,Royal Challengers Bangalore won by 20 Runs,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,20 Runs,Lost
6,2012-04-07,Deccan Chargers v Chennai Super Kings,Visakhapatnam,Chennai Super Kings won by 74 Runs,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,74 Runs,Lost
7,2012-04-08,Rajasthan Royals v Kolkata Knight Riders,Jaipur,Rajasthan Royals won by 22 Runs,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,22 Runs,Lost
8,2012-04-08,Pune Warriors v Punjab Kings,Pune,Pune Warriors won by 22 Runs,Pune Warriors,Punjab Kings,Pune Warriors,22 Runs,Lost
9,2012-04-09,Deccan Chargers v Mumbai Indians,Visakhapatnam,Mumbai Indians won by 5 Wickets,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,5 Wickets,Won
10,2012-04-10,Royal Challengers Bangalore v Kolkata Knight Riders,Bengaluru,Kolkata Knight Riders won by 42 Runs,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,42 Runs,Lost
11,2012-04-10,Delhi Capitals v Chennai Super Kings,Delhi,Delhi Capitals won by 8 Wickets,Delhi Capitals,Chennai Super Kings,Delhi Capitals,8 Wickets,Won
12,2012-04-11,Mumbai Indians v Rajasthan Royals,Mumbai,Mumbai Indians won by 27 Runs,Mumbai Indians,Rajasthan Royals,Mumbai Indians,27 Runs,Lost
13,2012-04-12,Chennai Super Kings v Royal Challengers Bangalore,Chennai,Chennai Super Kings won by 5 Wickets,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,5 Wickets,Won
14,2012-04-12,Punjab Kings v Pune Warriors,Mohali,Punjab Kings won by 7 Wickets,Punjab Kings,Pune Warriors,Punjab Kings,7 Wickets,Won
15,2012-04-13,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Kolkata Knight Riders won by 5 Wickets,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,5 Wickets,Won
16,2012-04-14,Pune Warriors v Chennai Super Kings,Pune,Pune Warriors won by 7 Wickets,Pune Warriors,Chennai Super Kings,Pune Warriors,7 Wickets,Won
17,2012-04-15,Kolkata Knight Riders v Punjab Kings,Kolkata,Punjab Kings won by 2 Runs,Kolkata Knight Riders,Punjab Kings,Punjab Kings,2 Runs,Lost
18,2012-04-15,Royal Challengers Bangalore v Rajasthan Royals,Bengaluru,Rajasthan Royals won by 59 Runs,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,59 Runs,Lost
19,2012-04-16,Mumbai Indians v Delhi Capitals,Mumbai,Delhi Capitals won by 7 Wickets,Mumbai Indians,Delhi Capitals,Delhi Capitals,7 Wickets,Won
20,2012-04-17,Rajasthan Royals v Deccan Chargers,Jaipur,Rajasthan Royals won by 5 Wickets,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,5 Wickets,Won
21,2012-04-17,Royal Challengers Bangalore v Pune Warriors,Bengaluru,Royal Challengers Bangalore won by 6 Wickets,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,6 Wickets,Won
22,2012-04-18,Punjab Kings v Kolkata Knight Riders,Mohali,Kolkata Knight Riders won by 8 Wickets,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,8 Wickets,Won
23,2012-04-19,Delhi Capitals v Deccan Chargers,Delhi,Delhi Capitals won by 5 Wickets,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,5 Wickets,Won
24,2012-04-19,Chennai Super Kings v Pune Warriors,Chennai,Chennai Super Kings won by 13 Runs,Chennai Super Kings,Pune Warriors,Chennai Super Kings,13 Runs,Lost
25,2012-04-20,Punjab Kings v Royal Challengers Bangalore,Mohali,Royal Challengers Bangalore won by 5 Wickets,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,5 Wickets,Won
26,2012-04-21,Chennai Super Kings v Rajasthan Royals,Chennai,Chennai Super Kings won by 7 Wickets,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,7 Wickets,Won
27,2012-04-21,Delhi Capitals v Pune Warriors,Delhi,Pune Warriors won by 20 Runs,Delhi Capitals,Pune Warriors,Pune Warriors,20 Runs,Lost
28,2012-04-22,Mumbai Indians v Punjab Kings,Mumbai,Punjab Kings won by 6 Wickets,Mumbai Indians,Punjab Kings,Punjab Kings,6 Wickets,Won
29,2012-04-22,Deccan Chargers v Kolkata Knight Riders,Cuttack,Kolkata Knight Riders won by 5 Wickets,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,5 Wickets,Won
30,2012-04-23,Rajasthan Royals v Royal Challengers Bangalore,Jaipur,Royal Challengers Bangalore won by 46 Runs,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,46 Runs,Lost
31,2012-04-24,Pune Warriors v Delhi Capitals,Pune,Delhi Capitals won by 8 Wickets,Pune Warriors,Delhi Capitals,Delhi Capitals,8 Wickets,Won
33,2012-04-25,Punjab Kings v Mumbai Indians,Mohali,Mumbai Indians won by 4 Wickets,Punjab Kings,Mumbai Indians,Mumbai Indians,4 Wickets,Won
35,2012-04-26,Pune Warriors v Deccan Chargers,Pune,Deccan Chargers won by 18 Runs,Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad,18 Runs,Lost
36,2012-04-27,Delhi Capitals v Mumbai Indians,Delhi,Delhi Capitals won by 37 Runs,Delhi Capitals,Mumbai Indians,Delhi Capitals,37 Runs,Lost
37,2012-04-28,Chennai Super Kings v Punjab Kings,Chennai,Punjab Kings won by 7 Runs,Chennai Super Kings,Punjab Kings,Punjab Kings,7 Runs,Lost
38,2012-04-28,Kolkata Knight Riders v Royal Challengers Bangalore,Kolkata,Kolkata Knight Riders won by 47 Runs,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,47 Runs,Lost
39,2012-04-29,Delhi Capitals v Rajasthan Royals,Delhi,Delhi Capitals won by 1 Run,Delhi Capitals,Rajasthan Royals,Delhi Capitals,1 Run,Won
40,2012-04-29,Mumbai Indians v Deccan Chargers,Mumbai,Mumbai Indians won by 5 Wickets,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,5 Wickets,Won
41,2012-04-30,Chennai Super Kings v Kolkata Knight Riders,Chennai,Kolkata Knight Riders won by 5 Wickets,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,5 Wickets,Won
42,2012-05-01,Deccan Chargers v Pune Warriors,Cuttack,Deccan Chargers won by 13 Runs,Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad,13 Runs,Lost
43,2012-05-01,Rajasthan Royals v Delhi Capitals,Jaipur,Delhi Capitals won by 6 Wickets,Rajasthan Royals,Delhi Capitals,Delhi Capitals,6 Wickets,Won
44,2012-05-02,Royal Challengers Bangalore v Punjab Kings,Bengaluru,Punjab Kings won by 4 Wickets,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,4 Wickets,Won
45,2012-05-03,Pune Warriors v Mumbai Indians,Pune,Mumbai Indians won by 1 Run,Pune Warriors,Mumbai Indians,Mumbai Indians,1 Run,Won
46,2012-05-04,Chennai Super Kings v Deccan Chargers,Chennai,Chennai Super Kings won by 10 Runs,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,10 Runs,Lost
47,2012-05-05,Kolkata Knight Riders v Pune Warriors,Kolkata,Kolkata Knight Riders won by 7 Runs,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,7 Runs,Lost
48,2012-05-05,Punjab Kings v Rajasthan Royals,Mohali,Rajasthan Royals won by 43 Runs,Punjab Kings,Rajasthan Royals,Rajasthan Royals,43 Runs,Lost
